Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats

Gino Infantino,Rosario Central,ARG 1,sudamericana,60,LM,200,70,57,55,65,32,46,2,3,M/M,Left,"1,476"

Hwang ByeongGeun,Jeonbuk Hyundai Motors,KOR 1,bronze-nr,60,GK,200,62,57,56,62,26,57,1,2,M/M,Right,737

Luke McCormick,Plymouth Argyle,ENG 4,bronze-nr,60,GK,200,56,58,62,54,29,60,1,4,M/M,Right,795

Hassan Al Habib,Al Fateh,SAU 1,bronze,60,CAM,950,62,56,60,62,55,73,2,3,M/M,Right,"1,648"

Sebastian Bonecki,Bruk-Bet Termalica Nieciecza,POL 1,bronze-nr,60,CM,200,62,53,55,60,60,63,2,3,M/H,Right,"1,584"

Artem Bondarenko,Shakhtar Donetsk,UKR 1,bronze-nr,60,CAM,200,65,54,55,59,35,50,3,2,M/M,Right,"1,407"

Jacob Ortmark,IK Sirius,SWE 1,bronze-nr,60,CM,500,65,56,60,62,44,60,2,3,M/M,Right,"1,578"

Williams Barlasina,Newells Old Boys,ARG 1,sudamericana,60,GK,200,61,59,57,59,19,62,1,2,M/M,Right,587

Giuseppe Di Serio,Benevento,ITA 1,bronze-nr,60,ST,200,64,58,43,57,18,62,2,3,M/M,Right,"1,332"

Isaac Olaofe,Sutton United,ENG 4,bronze,60,ST,250,90,57,46,64,19,57,3,3,M/M,Right,"1,462"

Vontae Daley-Campbell,Leicester City,ENG 1,bronze-nr,60,RB,3.5K,69,40,49,54,55,69,2,3,M/M,Right,"1,489"

Theo Robinson,Bradford City,ENG 4,bronze-nr,60,ST,200,72,60,49,61,38,66,2,2,H/H,Right,"1,553"

Gonzalo Alvez,Talleres de Córdoba,ARG 1,sudamericana,60,RM,200,68,52,55,65,25,39,2,1,M/M,Right,"1,405"

Brahima Ouattara,FC Lausanne-Sport,CHE 1,bronze,60,CAM,200,73,59,55,65,21,48,3,4,M/M,Left,"1,453"

Natanael Guzman,Montevideo City Torque,ARG 1,sudamericana,60,RM,200,66,48,54,61,30,44,2,2,H/M,Right,"1,345"

Luo Xin,Henan Jianye F.C.,CHN 1,bronze-nr,60,CB,350,58,48,54,56,58,70,2,3,M/M,Right,"1,556"

Ross Marshall,Stevenage,ENG 4,bronze-nr,60,CB,200,69,41,51,56,56,74,2,3,M/H,Right,"1,531"

Konstantinos Roukounakis,AEK,GRE 1,bronze-nr,60,CM,200,71,49,59,61,47,58,2,3,H/M,Left,"1,552"

Dillon Hoogewerf,Manchester United,ENG 1,bronze-nr,60,RM,3.7K,79,58,51,62,25,48,2,3,H/M,Right,"1,494"

Adrien Lebeau,SV Waldhof Mannheim,GER 3,bronze-nr,60,CAM,300,66,53,62,62,47,48,3,3,M/M,Left,"1,567"

Lars Nussbaumer,Altach,AUT 1,bronze-nr,60,CM,200,67,45,59,63,56,54,2,3,H/M,Right,"1,575"

Samed Onur,Fatih Karagümrük S.K.,TUR 1,bronze-nr,60,LW,350,67,58,53,66,29,42,2,3,M/M,Left,"1,404"

Erik Henschel,TSV Havelse,GER 3,bronze-nr,60,RWB,200,73,42,54,55,53,66,2,3,M/M,Right,"1,490"

Joachim Soltvedt,Sarpsborg 08,NOR 1,bronze-nr,60,LM,200,70,54,55,59,48,62,2,3,M/M,Left,"1,573"

Paul Meliande,Pau FC,FRA 2,bronze,60,LW,200,65,52,61,62,51,51,2,2,M/M,Right,"1,569"

Karol Struski,Jagiellonia Białystok,POL 1,bronze-nr,60,CAM,200,67,50,56,60,27,47,2,3,M/M,Right,"1,383"

Silvan Wallner,FC Zürich,CHE 1,bronze-nr,60,RB,200,70,38,47,50,56,62,2,3,M/M,Right,"1,419"

Daniel Rivillo,Aragua FC,ARG 1,sudamericana,60,RB,200,71,49,51,60,55,54,2,3,M/M,Right,"1,531"

Kyle Taylor,Exeter City,ENG 4,bronze-nr,60,CM,200,65,54,60,63,50,59,3,3,H/M,Right,"1,623"

Sahal Abdul Samad,Kerala Blasters FC,IND 1,bronze-nr,60,CAM,200,65,46,60,65,48,59,3,3,M/M,Right,"1,576"

Jubril Okedina,Cambridge United,ENG 4,bronze-nr,60,CB,200,68,34,49,56,60,70,2,3,M/M,Right,"1,481"

Callum Hendry,St. Johnstone,SCO 1,bronze-nr,60,ST,10K,69,60,44,64,24,58,3,4,H/M,Right,"1,447"

Lu Peng,Qingdao Huanghai F.C.,CHN 1,bronze-nr,60,CDM,200,59,43,53,58,62,64,2,4,M/H,Right,"1,538"

Nikos Christogeorgos,Panathinaikos,GRE 1,bronze-nr,60,GK,200,64,65,50,66,26,48,1,2,M/M,Right,627

Maximiliano Araujo,Puebla,MEX 1,bronze-nr,60,LM,350,80,42,55,62,57,53,2,3,M/H,Left,"1,532"

Abdulaziz Majrashi,Al Tai,SAU 1,bronze,60,RB,700,77,30,48,58,56,58,2,3,M/M,Right,"1,460"

Fabian Angel,Junior de Barranquilla,CON1,libertadores,60,CM,450,60,57,57,57,54,48,2,2,M/M,Right,"1,504"

Martin Gonzalez,Club Atletico Rentistas,CON1,libertadores,60,CB,700,59,33,35,41,58,66,2,3,M/H,Right,"1,287"

Diogo Izata,Gaz Metan Mediaș,ROM 1,bronze-nr,60,CDM,200,63,35,52,60,58,62,2,2,M/M,Right,"1,481"

Dan Jarvis,Wrexham AFC,ENG 5,bronze-nr,60,CM,200,73,55,60,63,54,57,2,3,H/M,Right,"1,662"

Adam Varga,Ferencvarosi TC,HUN 1,bronze-nr,60,GK,200,58,61,57,62,24,62,1,2,M/M,Right,614

Lucian Goge,FC Rapid,ROM 1,bronze-nr,60,LB,200,57,44,50,54,59,68,2,4,H/M,Left,"1,500"

Barry McNamee,Finn Harps,IRL 1,bronze-nr,60,CAM,200,63,54,59,62,52,63,3,4,H/H,Left,"1,609"

Joseph Espinoza,LDU Quito,CON1,libertadores,60,CDM,400,59,34,56,53,59,57,2,3,M/H,Right,"1,431"

Michalis Kosidis,AEK,GRE 1,bronze-nr,60,ST,200,66,60,47,58,23,65,2,3,M/M,Right,"1,392"

Ahmad Al Habib,Abha Club,SAU 1,bronze-nr,60,CB,300,56,31,36,49,60,70,2,3,L/M,Right,"1,336"

Jasin Khayat,Mjällby AIF,SWE 1,bronze-nr,60,LWB,200,65,33,55,56,55,62,2,3,M/M,Left,"1,449"

Boris Tomiak,1. FC Kaiserslautern,GER 3,bronze,60,CB,200,59,31,41,39,59,72,2,3,M/M,Right,"1,315"

Moritz Broschinski,Borussia Dortmund II,GER 3,bronze-nr,60,ST,200,76,58,46,58,23,60,3,3,M/M,Right,"1,419"

Pei Shuai,Shenzhen Kaisa FC,CHN 1,bronze-nr,60,CB,200,71,46,53,51,58,67,2,4,M/M,Right,"1,555"

Gideon Mensah,Varbergs BoIS,SWE 1,bronze-nr,60,CB,200,66,29,44,49,58,68,2,2,M/M,Right,"1,371"

Aidan Fitzpatrick,Norwich City,ENG 1,bronze-nr,60,RM,,71,55,55,63,32,48,3,4,H/M,Left,"1,457"

Miguel Tapias,Pachuca,MEX 1,bronze-nr,60,LB,400,67,33,48,45,60,61,2,3,M/H,Left,"1,424"

Ludvig Fritzson,Östersunds FK,SWE 1,bronze-nr,60,CM,200,70,55,57,64,44,66,3,3,M/H,Right,"1,573"

Yani Van den Bossche,Kortrijk,BEL 1,bronze,60,CAM,10K,71,52,58,68,33,45,2,3,M/L,Right,"1,477"

Kazuya Konno,FC Tokyo,JPN 1,bronze-nr,60,RM,200,75,52,56,66,28,44,3,4,M/M,Left,"1,496"

Omar Rodriguez,Club Independiente Santa Fe,CON1,libertadores,60,GK,250,58,59,55,63,33,58,1,2,M/M,Right,617

Ege Ozkayimoglu,Göztepe,TUR 1,bronze-nr,60,ST,700,69,59,47,59,31,60,2,3,H/M,Right,"1,479"

Hussain Shaian,Al Shabab,SAU 1,bronze-nr,60,GK,200,61,57,55,63,48,58,1,2,M/M,Right,747

Chris McCann,Shamrock Rovers,IRL 1,bronze-nr,60,CM,200,43,57,63,61,60,66,3,3,M/M,Left,"1,654"

Mattie Pollock,Cheltenham Town,ENG 4,bronze-nr,60,CB,200,59,22,39,41,58,74,2,2,L/M,Right,"1,294"

Donovan Wilson,Sutton United,ENG 4,bronze-nr,60,ST,200,78,59,46,59,22,62,2,3,M/M,Left,"1,442"

Bastien Hery,Derry City,IRL 1,bronze-nr,60,CM,200,71,43,58,64,50,64,3,3,M/M,Right,"1,552"

Andrei Serban,Chindia Târgoviște,ROM 1,bronze,60,LM,200,85,51,55,59,25,40,3,2,H/L,Right,"1,410"

Ricky-Jade Jones,Peterborough United,ENG 2,bronze,60,ST,400,92,59,51,60,28,56,3,3,H/M,Right,"1,513"

Ben Goodliffe,Sutton United,ENG 4,bronze-nr,60,CB,200,53,25,41,42,60,73,2,2,L/M,Right,"1,298"

Dejan Vokic,Benevento,ITA 1,bronze-nr,60,CDM,200,60,45,59,60,54,63,2,3,M/M,Right,"1,541"

Abdulaziz Majrashi,Damac FC,SAU 1,bronze-nr,60,CDM,900,55,34,51,57,58,63,2,1,M/M,Right,"1,482"

Filip Moller Delaveris,SK Brann,NOR 1,bronze-nr,60,LW,200,67,55,56,64,20,56,3,3,M/M,Right,"1,437"

Gaute Vetti,Sarpsborg 08,NOR 1,bronze-nr,60,CM,200,61,48,59,61,53,61,2,2,M/M,Right,"1,555"

Oskar Sverrisson,BK Häcken,SWE 1,bronze-nr,60,LB,200,65,48,46,56,58,66,2,3,M/M,Left,"1,494"

Jake Lawlor,Hartlepool United,ENG 4,bronze,60,CB,500,55,30,39,41,58,75,2,3,M/M,Right,"1,310"

Zhang ZhenQiang,Shijiazhuang Ever Bright F.C.,CHN 1,bronze-nr,60,GK,250,63,52,63,64,51,55,1,3,M/M,Right,797

Shunsuke Ando,Kawasaki Frontale,JPN 1,bronze-nr,60,GK,200,59,53,52,60,43,65,1,3,M/M,Right,750

Nico Ochojski,SC Verl,GER 3,bronze-nr,60,RB,200,64,34,52,54,56,64,2,3,M/M,Right,"1,451"

Jelle Duin,AZ,NED 1,bronze-nr,60,ST,700,44,63,46,55,26,67,2,3,M/M,Left,"1,383"

Adrian Oeynhausen,SC Paderborn 07,GER 3,bronze-nr,60,CM,200,64,54,62,62,50,47,2,3,M/M,Right,"1,577"

Alejandro Organista,Guadalajara,MEX 1,bronze-nr,60,CM,500,65,53,64,62,48,53,2,3,H/M,Right,"1,579"

Cameron Harper,New York Red Bulls,USA 1,bronze,60,RM,400,86,56,48,64,21,46,2,3,H/M,Right,"1,422"

Andreas Hountondji,SM Caen,FRA 2,bronze-nr,60,LM,200,68,56,52,61,19,55,2,3,M/M,Right,"1,407"

Tyrese Shade,Walsall,ENG 4,bronze-nr,60,RM,200,82,55,52,62,45,61,3,3,H/M,Right,"1,605"

Thanawat Suengchitthawon,Leicester City,ENG 1,bronze-nr,60,CAM,3.5K,66,54,59,66,40,45,2,3,M/M,Right,"1,546"

Tong Lei,Dalian Professional,CHN 1,bronze-nr,60,RB,350,66,51,53,58,54,66,2,3,M/M,Right,"1,562"

Yazeed Al Bakr,Al Taawoun,SAU 1,bronze-nr,60,RB,450,76,27,49,60,55,56,2,3,M/M,Right,"1,411"

Deian Veron,Estudiantes de La Plata,ARG 1,bronze-nr,60,CM,200,66,52,57,58,53,67,2,3,M/M,Right,"1,587"

Morilla,Girona FC,ESP 2,bronze-nr,60,GK,200,59,60,57,63,28,59,1,3,M/M,Right,650

Matty Foulds,Bradford City,ENG 4,bronze-nr,60,LB,200,61,26,51,50,60,63,2,3,M/M,Left,"1,378"

Rares Ilie,FC Rapid,ROM 1,bronze,60,CAM,200,76,56,56,61,49,56,3,3,H/M,Right,"1,616"

Reinaldo,SV Ried,AUT 1,bronze,60,RW,200,89,52,49,65,25,41,4,3,M/M,Right,"1,394"

Jacob Karlstrom,Tromso IL,NOR 1,bronze,60,GK,1.9K,58,60,68,62,27,57,1,3,M/M,Right,669

Marco Bleve,Lecce,ITA 1,bronze-nr,60,GK,200,65,62,58,62,19,59,1,2,M/M,Right,603

Gianluca Gaetano,Napoli,ITA 1,bronze,60,CAM,4.5K,58,60,60,65,33,42,3,3,M/M,Right,"1,489"

Max Thompson,Burnley,ENG 1,bronze-nr,60,ST,3.6K,66,59,48,58,26,53,2,3,M/M,Right,"1,411"

Tomas Canteros,Lanús,ARG 1,sudamericana,60,GK,200,57,61,59,62,46,60,1,3,M/M,Right,724

Ramiro Luna,Arsenal de Sarandí,ARG 1,sudamericana,60,RW,200,66,53,57,60,37,60,3,2,H/H,Left,"1,490"

Jan Boller,LASK,AUT 1,bronze-nr,60,CB,200,58,32,40,36,60,68,2,3,M/M,Right,"1,330"

Benjamin Hadzic,SK Austria Klagenfurt,AUT 1,bronze-nr,60,ST,200,45,60,48,57,27,67,3,3,M/M,Right,"1,405"

Burak Oksuz,Hatayspor,TUR 1,bronze-nr,60,CB,600,60,36,42,42,61,65,2,2,M/M,Left,"1,388"

Hector Kyprianou,Leyton Orient,ENG 4,bronze-nr,60,CDM,200,65,44,52,55,56,67,2,3,M/M,Right,"1,482"

Bryan Teixeira,Clermont Foot,FRA 1,bronze-nr,60,CAM,,58,49,56,66,47,55,3,3,H/M,Right,"1,504"

Conrado Ibarra,Colón,ARG 1,bronze-nr,60,LB,200,69,40,49,63,54,56,2,2,M/M,Left,"1,484"

Danny Whitehead,Port Vale,ENG 4,bronze-nr,60,CM,200,67,58,59,62,52,63,2,3,H/M,Right,"1,669"

Zorhan Bassong,Montreal Impact,USA 1,bronze-nr,60,LWB,500,74,37,54,63,54,66,2,3,M/M,Left,"1,541"

Sebastian Reyes,Jorge Wilstermann,ARG 1,sudamericana,60,CB,200,64,27,46,39,62,62,2,2,L/H,Left,"1,324"

Tomas Lecanda,River Plate,CON1,libertadores,60,CB,650,58,44,47,53,61,61,2,2,M/M,Right,"1,464"

Danny Musovski,Los Angeles FC,USA 1,bronze-nr,60,ST,350,60,59,48,61,25,58,2,4,M/M,Right,"1,379"

Luis Sequeira,San Lorenzo de Almagro,ARG 1,sudamericana,60,CAM,200,66,54,59,62,34,49,3,3,M/L,Right,"1,462"

Daniel Perez,Jorge Wilstermann,ARG 1,sudamericana,60,RB,200,65,26,41,53,57,57,2,2,M/H,Right,"1,303"

Eric Cantu,Atlético de San Luis,MEX 1,bronze-nr,60,CM,350,67,43,57,63,59,59,2,3,M/M,Right,"1,547"

Kang Hyun Muk,Suwon Bluewings,KOR 1,bronze-nr,60,CAM,200,72,47,57,66,34,59,3,3,M/M,Right,"1,498"

Aaron Amadi-Holloway,Burton Albion,ENG 4,bronze,60,ST,200,71,56,48,60,46,75,2,3,H/M,Right,"1,575"

Marco Schleef,TSV Havelse,GER 3,bronze-nr,60,RWB,200,71,31,43,53,60,63,2,2,L/M,Right,"1,385"

Alin Dudea,Dinamo București,ROM 1,bronze-nr,60,CB,200,61,32,41,40,61,62,2,2,M/H,Right,"1,350"

Ciaran Gilligan,Burton Albion,ENG 4,bronze-nr,60,CDM,200,69,48,54,60,56,62,2,3,M/M,Right,"1,566"

Dylan Pierias,Western United FC,AUS 1,bronze,60,RW,200,83,41,51,63,50,58,2,3,M/M,Right,"1,453"

Constantin Frommann,SV Meppen,GER 3,bronze-nr,60,GK,200,62,59,64,62,37,55,1,3,M/M,Right,714

Camilo Albornoz,Atlético Tucumán,ARG 1,bronze-nr,60,CB,200,51,44,57,55,60,52,2,3,M/M,Right,"1,492"

Sondre Fosnaess Hanssen,Strømsgodset Toppfotball,NOR 1,bronze-nr,60,CB,200,64,30,44,47,60,62,2,3,M/M,Right,"1,345"

Cheye Alexander,AFC Wimbledon,ENG 4,bronze-nr,60,RB,200,73,43,53,57,55,66,2,2,H/M,Right,"1,553"

Rob Lainton,Wrexham AFC,ENG 5,bronze-nr,60,GK,200,61,59,55,60,55,59,1,2,M/M,Right,770

Jonah Ayunga,Morecambe,ENG 4,bronze-nr,60,ST,200,75,58,47,57,32,66,2,3,H/M,Right,"1,485"

Yassin Oukili,RKC Waalwijk,NED 1,bronze-nr,60,CM,500,47,53,59,63,44,64,3,3,M/M,Right,"1,483"

Lautaro Amade,Defensa y Justicia,CON1,libertadores,60,GK,400,59,60,62,64,42,56,1,2,M/M,Right,728

Ali Al Zubaidi,Al Fayha,SAU 1,bronze,60,RB,500,71,49,55,55,54,74,2,3,H/M,Right,"1,596"

Camilo Gongora,Club Deportivo Guabira,ARG 1,sudamericana,60,CM,200,61,56,56,62,57,58,3,3,M/M,Right,"1,621"

Jack Jenkins,Leeds United,ENG 1,bronze-nr,60,CDM,3.4K,66,37,53,59,54,61,2,3,M/H,Right,"1,477"

Aleksander Jagiello,Gornik Leczna,POL 1,bronze-nr,60,LM,200,77,55,58,64,37,35,3,3,M/M,Left,"1,534"

Ivan Romero,Sevilla FC,ESP 1,bronze,60,ST,1.7K,69,58,43,59,22,53,4,3,M/M,Right,"1,347"

Matthis Harsman,SV Meppen,GER 3,bronze-nr,60,GK,200,62,61,61,62,33,60,1,3,M/M,Right,615

Lonsana Doumbouya,Shanghai Greenland Shenhua,CHN 1,bronze,60,ST,500,56,60,38,53,26,73,2,3,M/M,Right,"1,342"

Daijiro Chirino,PEC Zwolle,NED 1,bronze,60,RB,500,79,29,52,61,57,51,2,3,M/M,Right,"1,431"

Christopher Lungoyi,FC Lugano,CHE 1,bronze,60,ST,200,90,53,49,65,24,63,3,3,H/H,Right,"1,499"

Baltazar,FC Sion,CHE 1,bronze-nr,60,CM,600,66,51,59,64,54,69,2,3,M/M,Right,"1,637"

Yeo Seong Hae,Seongnam FC,KOR 1,bronze-nr,60,CB,200,45,26,32,36,61,64,2,3,M/M,Right,"1,207"

Ali Al Nemer,Al Taawoun,SAU 1,bronze-nr,60,CAM,400,62,50,59,66,43,52,3,3,M/M,Right,"1,528"

James Olayinka,Arsenal,ENG 1,bronze,60,CM,3.8K,79,60,58,64,47,55,3,4,H/M,Right,"1,633"

Chris Gloster,New York City FC,USA 1,bronze-nr,60,LB,600,70,39,52,60,55,67,2,3,M/M,Left,"1,523"

Brayton Vazquez,Atlas,MEX 1,bronze-nr,60,CB,600,62,39,50,54,60,62,2,2,L/H,Right,"1,444"

Jake Hyde,Wrexham AFC,ENG 5,bronze-nr,60,ST,200,64,59,50,59,27,70,2,3,M/M,Right,"1,496"

Abdullah Al Shammari,Al Hazem,SAU 1,bronze-nr,60,CB,500,54,38,48,52,60,67,2,3,L/M,Left,"1,434"

Samuel Alabi,FC Luzern,CHE 1,bronze-nr,60,CAM,200,71,47,58,66,45,53,3,2,M/H,Right,"1,521"

Tyreik Wright,Salford City,ENG 4,bronze-nr,60,RW,200,80,51,53,62,33,45,3,3,H/M,Left,"1,442"

Conor Grant,Rochdale,ENG 4,bronze-nr,60,CM,200,68,52,56,60,54,54,2,3,M/M,Right,"1,550"

Jorge Padilla,Mazatlán FC,MEX 1,bronze-nr,60,RB,500,62,41,52,54,59,53,2,3,M/M,Right,"1,401"

Samet Akaydin,Adana Demirspor,TUR 1,bronze-nr,60,CB,600,54,35,34,38,61,68,2,2,M/H,Right,"1,311"

Anders Klynge,,DEN 1,bronze-nr,60,CM,200,69,52,59,62,54,58,2,2,M/M,Right,"1,593"

Halldor Stenevik,Strømsgodset Toppfotball,NOR 1,bronze-nr,60,RW,200,72,52,55,62,45,53,2,3,M/H,Right,"1,507"

Albin Winbo,Varbergs BoIS,SWE 1,bronze-nr,60,CM,200,66,44,63,57,53,59,2,3,M/H,Left,"1,569"

Eom Ji Sung,Gwangju FC,KOR 1,bronze-nr,60,RW,200,72,58,54,63,32,57,3,3,M/M,Right,"1,490"

Ole Didrik Blomberg,SK Brann,NOR 1,bronze-nr,60,RB,200,71,32,47,55,55,58,2,3,M/M,Right,"1,435"

Bartosz Mrozek,Lech Poznań,POL 1,bronze-nr,60,GK,200,58,61,55,60,38,62,1,3,M/M,Right,649

Yannik Bangsow,Eintracht Braunschweig,GER 3,bronze-nr,60,GK,200,60,57,57,64,33,55,1,4,M/M,Right,633

Tyler Smith,Hull City,ENG 2,bronze-nr,60,ST,200,79,59,46,63,21,46,2,3,M/M,Right,"1,404"

Joseph Anang,Stevenage,ENG 4,bronze-nr,60,GK,200,60,59,58,61,33,58,1,1,M/M,Right,637

Rory Watson,Scunthorpe United,ENG 4,bronze-nr,60,GK,200,57,57,56,63,43,60,1,2,M/M,Right,825

Ross Tierney,Bohemians,IRL 1,bronze-nr,60,CAM,200,72,55,56,60,53,61,2,3,H/M,Right,"1,609"

Mateo Mamani,Talleres de Córdoba,ARG 1,sudamericana,60,ST,200,59,63,49,64,23,38,2,3,M/M,Right,"1,391"

Carreira,CD Mirandés,ESP 2,bronze-nr,60,RB,200,58,26,47,54,60,43,3,3,M/M,Right,"1,335"

Ryan Scott,Western United FC,AUS 1,bronze-nr,60,GK,200,62,60,60,65,16,62,1,2,M/M,Right,542

Lucas Lund,Viborg FF,DEN 1,bronze-nr,60,GK,200,64,61,60,63,33,61,1,3,M/M,Right,678

Anderson Arroyo,CD Mirandés,ESP 2,bronze-nr,60,RB,200,71,26,45,55,55,62,2,4,H/M,Right,"1,391"

Milan Massop,,DEN 1,bronze-nr,60,LB,200,54,35,53,59,61,61,2,2,M/M,Left,"1,491"

Tomislav Uskok,Macarthur FC,AUS 1,bronze,60,CB,200,54,24,37,33,61,66,2,3,M/H,Right,"1,217"

Daiju Sasaki,Vissel Kobe,JPN 1,bronze-nr,60,CAM,200,63,51,58,62,50,64,2,3,M/M,Right,"1,516"

Gloire Amanda,SK Austria Klagenfurt,AUT 1,bronze-nr,60,ST,200,72,60,46,59,20,59,2,3,M/L,Right,"1,391"

Omar Bugiel,Sutton United,ENG 4,bronze,60,ST,200,66,58,47,57,31,77,2,4,M/M,Right,"1,493"

Rohat Agca,Heracles Almelo,NED 1,bronze-nr,60,CM,600,73,50,57,61,49,62,2,3,M/M,Right,"1,587"

Lukas Engel,Vejle BK,DEN 1,bronze-nr,60,LM,200,71,48,53,62,52,61,2,3,H/M,Left,"1,545"

Kevin Paredes,D.C. United,USA 1,bronze-nr,60,LM,400,74,48,53,64,54,47,2,3,H/M,Left,"1,523"

Myles Hippolyte,Scunthorpe United,ENG 4,bronze,60,LW,300,85,58,54,60,24,66,3,3,M/M,Left,"1,498"

Sinan Karweina,Türkgücü München,GER 3,bronze-nr,60,ST,200,73,59,49,65,21,45,2,3,M/L,Right,"1,439"

Lilian Egloff,VfB Stuttgart,GER 1,bronze-nr,60,CAM,750,67,52,58,65,33,56,2,3,M/M,Right,"1,445"

Anthony Uzodimma,Kayserispor,TUR 1,bronze-nr,60,CDM,550,59,55,56,64,56,61,2,3,M/M,Right,"1,595"

Benjamin Leneis,1. FC Magdeburg,GER 3,bronze-nr,60,GK,200,64,55,59,62,21,56,1,3,M/M,Right,538

Rory Feely,Bohemians,IRL 1,bronze,60,RB,200,62,38,52,54,57,68,2,2,H/H,Right,"1,482"

Davor Lovren,Fortuna Düsseldorf,GER 3,bronze-nr,60,LM,200,72,52,54,64,25,43,3,3,M/M,Left,"1,386"

Kaly Sene,Grasshopper Club Zurich,CHE 1,bronze,60,RM,200,84,57,49,62,23,46,2,3,M/M,Right,"1,383"

Marcos Celorrio,Sandefjord Fotball,NOR 1,bronze-nr,60,ST,200,72,58,45,58,19,61,2,3,H/M,Right,"1,380"

Henrik Udahl,Vålerenga Fotball,NOR 1,bronze-nr,60,ST,200,71,60,44,54,21,57,2,3,M/M,Right,"1,369"

Richie Bennett,Sutton United,ENG 4,bronze,60,ST,250,56,59,42,55,25,76,2,3,M/M,Left,"1,363"

Harrison Burrows,Peterborough United,ENG 2,bronze-nr,60,LWB,300,71,45,55,59,55,45,2,3,H/M,Left,"1,523"

Derick Osei,Oxford United,ENG 4,bronze-nr,60,ST,,74,59,54,61,33,60,3,3,M/M,Right,"1,520"

Goro Kawanami,Sanfrecce Hiroshima,JPN 1,bronze-nr,60,GK,200,60,63,56,56,24,60,1,2,M/M,Right,585

Kachi,Odds Ballklubb,NOR 1,bronze,60,LW,200,85,56,48,62,25,63,3,3,M/M,Right,"1,459"

Ameen Bukhari,Al Nassr,SAU 1,bronze-nr,60,GK,400,64,54,56,60,46,58,1,3,M/M,Right,862

Kristian Opseth,Sarpsborg 08,NOR 1,bronze,60,ST,200,58,61,54,57,25,68,2,4,H/L,Left,"1,481"

Jan Just,SV Waldhof Mannheim,GER 3,bronze-nr,60,CB,200,52,38,43,39,60,70,2,4,M/M,Right,"1,344"

Francisco Mwepu,Sturm Graz,AUT 1,bronze,60,ST,200,82,60,41,61,23,54,2,3,M/M,Right,"1,384"

Leandro Finochietto,Argentinos Juniors,CON1,libertadores,60,GK,450,65,59,62,59,33,60,1,2,M/M,Right,616

Dennis Gorka,Fortuna Düsseldorf,GER 3,bronze-nr,60,GK,200,63,58,59,65,34,56,1,2,M/M,Right,652

Miguel Vargas,Unión La Calera,CON1,libertadores,60,GK,350,59,57,58,62,49,58,1,2,M/M,Right,878

Lewis Richardson,Burnley,ENG 1,bronze-nr,60,ST,3.6K,66,59,47,62,26,51,2,3,M/M,Right,"1,415"

Tim Wiesner,VfL Osnabrück,GER 3,bronze-nr,60,GK,200,62,59,57,60,35,57,1,3,M/M,Right,716

Jacob Maddox,Burton Albion,ENG 4,bronze-nr,60,CM,200,61,55,61,65,39,55,3,3,H/M,Right,"1,516"

Raphael Assibey-Mensah,SC Freiburg II,GER 3,bronze-nr,60,CF,200,79,58,52,61,25,58,2,2,M/M,Right,"1,451"

Bradley Locko,Stade de Reims,FRA 1,bronze-nr,60,LB,950,61,36,43,59,59,52,2,2,M/M,Left,"1,425"

Pedro Galindo,Always Ready,CON1,libertadores,60,GK,200,58,60,62,63,46,59,1,2,M/M,Right,818

Amaury Garcia,Pumas U.N.A.M.,MEX 1,bronze,60,CM,600,56,62,59,63,39,45,3,2,M/M,Left,"1,477"

Cyril Zabou,US Quevilly Rouen Metropole,FRA 2,bronze-nr,60,LW,200,79,46,54,67,18,36,3,4,M/L,Right,"1,305"

Feyzi Yildirim,Kasımpaşa,TUR 1,bronze-nr,60,RM,600,56,46,60,61,45,55,2,2,M/L,Right,"1,510"

Lassine Sinayoko,AJ Auxerre,FRA 2,bronze-nr,60,ST,200,55,62,44,56,20,61,2,3,H/L,Right,"1,359"

Stephen McGuinness,Bohemians,IRL 1,bronze-nr,60,GK,550,61,60,58,60,51,58,1,2,M/M,Right,827

Rodrigo Delvalle,Club Cerro Porteno,CON1,libertadores,60,CB,450,55,24,40,37,60,62,2,2,M/M,Right,"1,237"

Sergio Flores,Guadalajara,MEX 1,bronze-nr,60,CM,400,64,44,60,60,56,69,2,3,M/M,Right,"1,594"

Pius Kratschmer,1. FC Saarbrücken,GER 3,bronze-nr,60,CB,200,63,39,46,53,57,67,2,3,M/M,Left,"1,434"

Ryu Jae Moon,Jeonbuk Hyundai Motors,KOR 1,bronze-nr,60,CDM,200,64,44,59,57,51,64,3,3,M/M,Right,"1,525"

Asahi Masuyama,Oita Trinita,JPN 1,bronze-nr,60,RM,200,75,48,54,62,23,53,3,3,H/M,Right,"1,372"

Johan Stenmark,Kalmar FF,SWE 1,bronze,60,CB,200,63,29,47,49,56,74,2,3,M/M,Right,"1,392"

Jannis Lang,VfL Wolfsburg,GER 1,bronze-nr,60,CB,950,60,32,35,42,62,62,2,2,L/M,Right,"1,322"

